ID_Cliente,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn,Pagamento_Menssal
0306-JAELE,Male,False,False,False,5,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,96.1,453.4,True,
6227-HWPWX,Female,False,False,True,15,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),69.0,994.8,True,
0486-LGCCH,Male,False,True,True,11,False,NO,,,,Two year,Mailed check,19.65,225.75,False,
0447-BEMNG,Female,False,True,False,48,False,DSL,True,False,False,Month-to-month,Bank transfer (automatic),45.3,2145.0,True,
4612-SSVHJ,Female,True,False,False,20,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,81.45,1671.6,False,
5168-MQQCA,Female,False,True,False,72,False,FIBER OPTIC,False,True,True,One year,Bank transfer (automatic),108.5,8003.8,False,
5949-XIKAE,Female,False,True,True,8,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,83.55,680.05,True,
7971-HLVXI,Male,False,True,True,72,False,FIBER OPTIC,False,False,False,Two year,Credit card (automatic),84.5,6130.85,False,
9094-AZPHK,Female,False,False,False,15,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,100.15,1415.0,False,
3649-JPUGY,Male,False,False,False,72,False,DSL,False,True,True,Two year,Bank transfer (automatic),88.6,6201.95,False,
4472-LVYGI,Female,False,True,True,0,False,DSL,True,True,True,Two year,Bank transfer (automatic),52.55,52.55,False,
8372-JUXUI,Male,False,False,True,1,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,74.35,20.25,True,
3552-CTCYF,Male,False,True,True,63,False,FIBER OPTIC,False,False,True,Two year,Bank transfer (automatic),104.8,80.85,False,
6778-YSNIH,Female,False,False,False,2,False,DSL,False,False,True,Month-to-month,Electronic check,59.0,25.75,False,
0388-EOPEX,Female,False,True,False,2,False,FIBER OPTIC,True,False,False,Month-to-month,Electronic check,74.4,56.05,True,
5756-OZRIO,Male,True,True,False,61,False,DSL,False,False,False,One year,Bank transfer (automatic),64.05,3902.6,False,
6579-JPICP,Male,False,False,False,1,False,NO,,,,Month-to-month,Mailed check,20.4,20.4,False,
8205-OTCHB,Male,False,False,False,22,False,DSL,False,False,False,One year,Bank transfer (automatic),43.75,903.6,True,
4134-BSXLX,Male,False,True,False,28,False,DSL,True,True,False,Month-to-month,Mailed check,60.9,1785.65,False,
0505-SPOOW,Female,False,True,False,70,False,NO,,,,Two year,Bank transfer (automatic),19.8,1397.65,False,
6235-VDHOM,Female,True,False,False,5,False,DSL,False,False,False,Month-to-month,Electronic check,28.45,131.05,True,
7783-YKGDV,Female,False,False,False,12,False,FIBER OPTIC,True,False,False,Month-to-month,Bank transfer (automatic),99.7,1238.45,True,
4374-YMUSQ,Male,False,False,False,34,False,FIBER OPTIC,True,True,True,One year,Credit card (automatic),116.25,3899.05,False,
4513-CXYIX,Female,True,True,False,71,False,FIBER OPTIC,True,False,False,Two year,Credit card (automatic),80.7,5676.0,False,
3957-HHLMR,Female,False,True,True,70,False,DSL,True,False,False,One year,Bank transfer (automatic),65.2,4543.15,False,
7803-XOCCZ,Female,False,True,True,52,False,FIBER OPTIC,True,True,False,Month-to-month,Bank transfer (automatic),84.05,4326.8,False,
5736-YEJAX,Male,False,False,True,69,False,DSL,True,True,True,Two year,Credit card (automatic),79.45,5502.55,False,
5609-CEBID,Female,True,False,False,20,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,94.1,1782.4,True,
8981-FJGLA,Male,False,False,True,11,False,FIBER OPTIC,False,False,False,Month-to-month,Mailed check,78.0,851.8,False,
7218-HKQFK,Male,False,True,False,2,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,94.2,167.5,True,
4636-QRJKY,Female,False,True,True,6,False,FIBER OPTIC,False,True,False,Month-to-month,Electronic check,80.5,502.85,True,
1135-LMECX,Female,False,False,False,1,False,NO,,,,Month-to-month,Mailed check,19.85,19.85,False,
4332-MUOEZ,Male,True,True,True,20,False,FIBER OPTIC,True,True,False,One year,Credit card (automatic),94.3,1818.3,False,
8535-SFUTN,Male,False,False,False,61,False,FIBER OPTIC,True,False,True,Month-to-month,Electronic check,106.45,6300.15,False,
5956-VKDTT,Female,True,True,False,5,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,74.35,334.8,True,
8677-HDZEE,Female,False,False,False,56,False,FIBER OPTIC,False,True,True,Month-to-month,Bank transfer (automatic),105.45,5916.95,False,
2475-MROZF,Male,False,False,False,30,False,FIBER OPTIC,True,True,False,Month-to-month,Credit card (automatic),95.0,2852.4,False,
9412-GHEEC,Male,False,False,False,40,False,FIBER OPTIC,False,True,True,Month-to-month,Bank transfer (automatic),104.8,4131.95,True,
3482-ABPKK,Female,False,False,False,28,False,DSL,True,True,False,One year,Mailed check,54.3,1546.3,False,
6705-LXORM,Female,True,True,False,5,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,70.05,302.6,False,
0257-ZESQC,Female,True,True,False,27,False,FIBER OPTIC,True,False,False,Month-to-month,Bank transfer (automatic),75.2,1929.35,True,
7531-GQHME,Male,False,False,False,12,False,NO,,,,Month-to-month,Credit card (automatic),20.05,265.45,False,
5174-ITUMV,Male,False,True,True,67,False,FIBER OPTIC,False,False,True,One year,Electronic check,105.4,6989.45,False,
4109-CYRBD,Male,True,True,False,29,False,DSL,False,False,False,Month-to-month,Electronic check,51.6,1442.0,False,
0913-XWSCN,Male,False,True,True,55,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),85.5,4713.4,False,
6825-UYPFK,Female,False,False,False,23,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),75.6,1758.6,True,
8397-MVTAZ,Male,False,True,False,34,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,100.05,3480.0,True,
0750-EBAIU,Male,False,False,False,52,False,FIBER OPTIC,True,False,True,One year,Electronic check,91.25,4738.3,False,
8606-CIQUL,Male,True,True,True,72,False,FIBER OPTIC,True,True,True,Two year,Credit card (automatic),115.75,8399.15,False,
3571-DPYUH,Male,False,True,True,58,False,FIBER OPTIC,False,True,True,One year,Credit card (automatic),94.7,5430.35,False,
7601-GNDYK,Male,False,True,True,35,False,NO,,,,Two year,Mailed check,19.6,686.95,False,
0356-OBMAC,Female,True,False,False,56,False,FIBER OPTIC,False,True,True,Two year,Bank transfer (automatic),99.9,5706.3,False,
8067-NIOYM,Female,False,True,True,24,False,NO,,,,Two year,Credit card (automatic),21.1,490.65,False,
1403-GYAFU,Male,False,True,True,70,False,NO,,,,Two year,Credit card (automatic),20.05,1360.25,False,
4234-XTNEA,Male,False,False,False,2,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,79.95,174.45,False,
1297-VQDRP,Male,True,True,True,68,False,FIBER OPTIC,False,True,True,One year,Credit card (automatic),107.15,7379.8,False,
9282-IZGQK,Female,False,False,False,1,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,85.0,85.0,True,
5348-CAGXB,Male,False,False,False,12,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,89.55,1021.75,False,
0621-HJWXJ,Female,False,True,False,63,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),81.55,5029.05,False,
5844-QVTAT,Female,False,True,True,33,False,DSL,True,False,False,One year,Mailed check,58.45,1955.4,False,
8905-IAZPF,Female,False,True,False,69,False,FIBER OPTIC,False,False,True,One year,Credit card (automatic),95.65,6744.2,False,
5394-MEITZ,Female,False,True,True,60,False,DSL,False,True,True,Two year,Bank transfer (automatic),80.6,4946.7,False,
6859-QNXIQ,Female,False,True,True,72,False,FIBER OPTIC,True,True,True,Two year,Bank transfer (automatic),113.1,8248.5,False,
2782-LFZVW,Female,False,False,False,11,False,DSL,False,False,False,Month-to-month,Mailed check,58.95,601.6,False,
2866-IKBTM,Female,False,False,False,1,False,NO,,,,Month-to-month,Mailed check,19.55,19.55,False,
1342-JPNKI,Male,False,False,False,10,False,FIBER OPTIC,False,False,True,Month-to-month,Bank transfer (automatic),86.05,834.1,True,
2817-NTQDO,Male,False,False,False,13,False,DSL,True,True,True,Month-to-month,Credit card (automatic),45.55,597.0,True,
7129-AZJDE,Male,False,True,True,34,False,FIBER OPTIC,False,False,False,One year,Bank transfer (automatic),78.95,2647.2,False,
6986-IJDHX,Male,False,True,True,39,False,FIBER OPTIC,False,False,True,Month-to-month,Mailed check,86.3,3266.0,True,
2560-PPCHE,Female,False,False,False,65,False,FIBER OPTIC,False,True,True,One year,Bank transfer (automatic),105.05,6744.25,False,
4676-MQUEA,Male,True,True,False,50,False,FIBER OPTIC,True,False,True,One year,Bank transfer (automatic),101.9,5265.5,False,
8138-EALND,Male,False,False,False,15,False,NO,,,,Month-to-month,Mailed check,19.75,311.6,False,
3580-HYCSP,Male,False,True,True,72,False,FIBER OPTIC,True,False,True,Two year,Bank transfer (automatic),110.3,7966.9,False,
1352-HNSAW,Female,False,True,True,72,False,FIBER OPTIC,True,True,True,Two year,Bank transfer (automatic),115.6,8220.4,False,
2075-PUEPR,Male,False,True,True,55,False,NO,,,,Two year,Bank transfer (automatic),19.35,1153.25,False,
1982-FEBTD,Female,False,True,True,23,False,NO,,,,Two year,Credit card (automatic),25.6,514.75,False,
5301-GAUUY,Male,False,False,False,32,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),80.35,2596.15,True,
5791-KAJFD,Female,False,True,True,56,False,DSL,True,False,False,One year,Bank transfer (automatic),68.75,3808.0,False,
2654-VBVPB,Female,False,False,False,1,False,NO,,,,Month-to-month,Bank transfer (automatic),19.9,19.9,False,
1154-HYWWO,Male,False,False,False,38,False,DSL,True,True,True,One year,Mailed check,70.6,2708.2,False,
2501-XWWTZ,Male,False,False,False,11,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,70.2,760.05,False,
3716-UVSPD,Male,False,False,False,1,False,DSL,False,True,False,Month-to-month,Electronic check,49.3,49.3,False,
6815-ABQFQ,Male,False,True,False,56,False,FIBER OPTIC,False,True,True,One year,Electronic check,107.25,6033.3,False,
7343-EOBEU,Male,False,True,False,3,False,NO,,,,Month-to-month,Mailed check,23.6,89.05,False,
3701-SFMUH,Male,False,True,True,7,False,DSL,True,False,True,Month-to-month,Credit card (automatic),69.7,516.15,False,
6103-LIANB,Male,False,True,True,59,False,FIBER OPTIC,False,False,True,Two year,Credit card (automatic),99.5,5861.75,False,
7319-VENRZ,Male,False,False,False,7,False,DSL,False,True,True,Month-to-month,Bank transfer (automatic),64.3,445.95,False,
5846-NEQVZ,Male,False,True,True,71,False,DSL,True,True,False,Two year,Credit card (automatic),70.85,4973.4,False,
6967-QIQRV,Male,False,True,True,15,False,FIBER OPTIC,True,True,True,One year,Electronic check,101.9,1667.25,False,
5781-RFZRP,Male,False,True,False,71,False,DSL,True,True,True,Two year,Credit card (automatic),73.5,5357.75,False,
0939-YAPAF,Female,False,False,False,35,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,100.25,3527.6,True,
0308-IVGOK,Female,False,False,False,11,False,DSL,False,True,False,One year,Credit card (automatic),40.4,422.6,False,
7293-LSCDV,Female,False,True,True,60,False,NO,,,,Two year,Credit card (automatic),19.25,1103.25,False,
7025-WCBNE,Male,True,False,False,47,False,DSL,False,True,False,Two year,Bank transfer (automatic),59.6,2754.0,False,
5756-JYOJT,Female,False,False,False,11,False,DSL,False,True,False,One year,Credit card (automatic),64.9,697.25,False,
4710-FDUIZ,Male,False,True,False,56,False,FIBER OPTIC,False,False,True,One year,Credit card (automatic),100.3,5614.45,True,
6030-REHUX,Female,True,True,False,28,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,110.85,3204.4,False,
9548-LIGTA,Male,False,True,False,61,False,DSL,True,True,True,Two year,Mailed check,81.05,4747.65,False,
5150-LJNSR,Male,False,True,True,31,False,FIBER OPTIC,True,False,True,One year,Bank transfer (automatic),98.05,3082.1,False,
8270-RKSAP,Male,False,False,False,9,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,70.5,597.9,False,
6522-YRBXD,Male,True,True,False,35,False,FIBER OPTIC,True,False,False,Month-to-month,Electronic check,94.55,3365.4,False,
2640-LYMOV,Male,False,False,False,2,False,NO,,,,Month-to-month,Mailed check,19.65,38.8,False,
1218-VKFPE,Female,False,True,True,12,False,NO,,,,Month-to-month,Mailed check,19.0,233.55,True,
3627-FHKBK,Female,False,False,False,1,False,FIBER OPTIC,True,False,False,Month-to-month,Mailed check,75.3,75.3,True,
2865-TCHJW,Female,True,False,False,4,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,89.2,346.2,True,
1423-BMPBQ,Female,False,True,True,1,False,NO,,,,Month-to-month,Mailed check,19.0,19.0,False,
2393-DIVAI,Female,False,False,False,3,False,NO,,,,Month-to-month,Mailed check,20.0,61.7,False,
5192-EBGOV,Female,True,False,False,1,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,85.7,85.7,True,
4568-KNYWR,Male,False,False,False,52,False,DSL,True,False,True,Two year,Credit card (automatic),63.25,3342.45,False,
8752-IMQOS,Male,False,True,True,5,False,NO,,,,One year,Mailed check,20.1,85.1,False,
0742-LAFQK,Male,False,True,False,72,False,FIBER OPTIC,True,False,False,Two year,Electronic check,99.15,7422.1,False,
0795-LAFGP,Male,False,True,True,71,False,DSL,True,True,True,Two year,Electronic check,90.4,6668.05,False,
0619-OLYUR,Male,False,True,False,72,False,FIBER OPTIC,True,True,True,Two year,Credit card (automatic),111.9,8071.05,False,
5512-IDZEI,Male,False,True,True,46,False,NO,,,,One year,Electronic check,24.9,1174.8,False,
0459-SPZHJ,Male,False,True,True,63,False,DSL,True,False,True,Two year,Credit card (automatic),83.5,5435.0,False,
0215-BQKGS,Male,False,False,False,30,False,FIBER OPTIC,True,False,False,Month-to-month,Credit card (automatic),84.3,2438.6,False,
9244-ZVAPM,Male,False,False,False,1,False,DSL,False,False,False,Month-to-month,Mailed check,45.6,45.6,False,
0719-SYFRB,Female,False,False,False,12,False,DSL,True,True,False,Month-to-month,Mailed check,61.65,713.75,True,
8208-EUMTE,Male,False,False,False,16,False,DSL,True,True,True,Two year,Mailed check,54.85,916.15,False,
5172-MIGPM,Male,False,False,False,4,False,DSL,False,True,False,Month-to-month,Mailed check,65.55,237.2,False,
1710-RCXUS,Male,False,True,False,51,False,FIBER OPTIC,False,False,False,One year,Credit card (automatic),90.35,4614.55,False,
0374-FIUCA,Male,False,True,False,65,False,NO,,,,Two year,Credit card (automatic),20.4,1414.45,False,
5839-SUYVZ,Male,False,False,False,16,False,FIBER OPTIC,False,True,False,Month-to-month,Credit card (automatic),74.55,1170.5,False,
5173-ZXXXL,Male,False,False,False,2,False,NO,,,,One year,Mailed check,19.95,47.7,False,
1096-ADRUX,Female,False,True,True,66,False,FIBER OPTIC,False,False,False,One year,Bank transfer (automatic),74.25,4859.25,False,
2001-MCUUW,Male,False,False,False,46,False,FIBER OPTIC,False,True,True,Two year,Electronic check,108.65,4903.2,False,
2731-GJRDG,Female,False,False,False,32,False,FIBER OPTIC,True,True,True,One year,Bank transfer (automatic),109.55,3608.0,False,
4723-BEGSG,Male,False,True,False,72,False,DSL,True,True,True,Two year,Credit card (automatic),86.65,6094.25,False,
6516-NKQBO,Male,False,True,True,38,False,DSL,True,True,True,Two year,Credit card (automatic),81.0,3084.9,False,
8672-OAUPW,Male,False,False,True,51,False,DSL,False,True,False,One year,Credit card (automatic),47.85,2356.75,False,
8207-DMRVL,Male,False,True,True,72,False,FIBER OPTIC,True,True,True,Two year,Bank transfer (automatic),114.55,8306.05,False,
3419-SNJJD,Female,True,True,False,65,False,FIBER OPTIC,True,False,True,Month-to-month,Bank transfer (automatic),105.25,6786.4,True,
6543-CPZMK,Male,False,True,True,9,False,DSL,False,False,False,Month-to-month,Electronic check,29.95,248.95,True,
4765-OXPPD,Female,False,True,True,9,False,DSL,True,True,False,Month-to-month,Mailed check,65.0,663.05,True,
2804-ETQDK,Male,False,False,True,66,False,NO,,,,Two year,Mailed check,20.55,1357.1,False,
6689-VRRTK,Female,True,False,False,44,False,FIBER OPTIC,True,False,True,One year,Credit card (automatic),109.8,4860.35,False,
7138-GIRSH,Male,False,False,False,50,False,DSL,False,True,False,Two year,Bank transfer (automatic),69.5,3418.2,False,
9396-ZSFLL,Female,False,False,False,15,False,DSL,False,False,False,Month-to-month,Mailed check,48.85,631.4,False,
6464-KEXXH,Male,False,False,False,8,False,DSL,False,False,False,Month-to-month,Credit card (automatic),23.2875,186.3,False,23.2875
7134-MJPDY,Female,True,False,False,66,False,FIBER OPTIC,False,True,True,One year,Credit card (automatic),105.70833333333333,6976.75,False,105.70833333333333
5240-CAOYT,Female,False,False,False,57,False,FIBER OPTIC,True,True,False,Month-to-month,Bank transfer (automatic),85.69912280701755,4884.85,False,85.69912280701755
4059-IIEBK,Female,False,False,False,7,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),74.70714285714287,522.95,False,74.70714285714287
4881-JVQOD,Male,True,True,True,10,False,DSL,False,False,False,Month-to-month,Bank transfer (automatic),36.260000000000005,362.6,False,36.260000000000005
0516-UXRMT,Female,False,False,False,62,False,FIBER OPTIC,True,False,False,One year,Electronic check,92.83548387096775,5755.8,False,92.83548387096775
4851-BQDNX,Male,False,True,True,40,False,FIBER OPTIC,False,False,True,One year,Electronic check,83.89125,3355.65,False,83.89125
5148-HKFIR,Female,False,False,False,20,False,NO,,,,Two year,Mailed check,20.3475,406.95,False,20.3475
1009-IRMNA,Female,False,False,False,7,False,NO,,,,Month-to-month,Bank transfer (automatic),19.657142857142855,137.6,True,19.657142857142855
3003-CMDUU,Female,False,True,False,25,False,FIBER OPTIC,False,True,True,Month-to-month,Electronic check,95.82799999999999,2395.7,False,95.82799999999999
5016-IBERQ,Male,False,True,False,23,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,85.5695652173913,1968.1,False,85.5695652173913
6797-UCJHZ,Female,True,True,False,66,False,FIBER OPTIC,False,False,True,One year,Credit card (automatic),103.325,6819.45,False,103.325
2469-DTSGX,Female,True,False,False,72,False,FIBER OPTIC,False,True,True,Two year,Electronic check,110.32569444444444,7943.45,False,110.32569444444444
4554-YGZIH,Male,True,True,False,49,False,FIBER OPTIC,False,False,False,Month-to-month,Credit card (automatic),92.80102040816327,4547.25,True,92.80102040816327
5099-BAILX,Male,True,True,True,43,False,FIBER OPTIC,False,True,True,Month-to-month,Bank transfer (automatic),109.02093023255813,4687.9,True,109.02093023255813
9931-KGHOA,Female,False,True,False,46,False,DSL,True,False,False,Month-to-month,Bank transfer (automatic),53.78152173913043,2473.95,False,53.78152173913043
1775-KWJKQ,Male,False,True,True,72,False,DSL,True,True,True,Two year,Credit card (automatic),91.15138888888889,6562.9,False,91.15138888888889
7665-VIGUD,Male,False,False,False,10,False,NO,,,,One year,Mailed check,17.630000000000003,176.3,False,17.630000000000003
9411-TPQQV,Female,False,False,False,40,False,DSL,True,True,True,One year,Bank transfer (automatic),55.904999999999994,2236.2,False,55.904999999999994
7207-RMRDB,Female,False,True,True,65,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,107.47153846153846,6985.65,True,107.47153846153846
7954-MLBUN,Male,False,False,False,31,False,FIBER OPTIC,False,True,True,Two year,Bank transfer (automatic),99.45,3109.9,False,
2077-DDHJK,Female,False,True,False,68,False,DSL,True,True,False,Two year,Credit card (automatic),70.9,4911.35,False,
4913-EHYUI,Male,True,True,True,56,False,FIBER OPTIC,True,False,True,One year,Bank transfer (automatic),104.55,5794.65,True,
0195-IESCP,Male,False,True,False,10,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,85.25,855.3,True,
9574-BOSMD,Male,False,True,True,68,False,NO,,,,Two year,Bank transfer (automatic),25.4,1620.2,False,
4580-TMHJU,Female,False,True,True,43,False,DSL,False,False,True,Month-to-month,Electronic check,56.15,2499.3,True,
0970-ETWGE,Male,False,False,False,1,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,89.55,89.55,True,
4908-XAXAY,Female,True,False,False,49,False,FIBER OPTIC,False,False,False,One year,Bank transfer (automatic),89.85,4287.2,False,
8404-VLQFB,Female,False,True,True,15,False,NO,,,,Month-to-month,Electronic check,25.25,394.85,False,
1626-ERCMM,Male,True,True,False,20,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,94.55,1899.65,True,
0887-HJGAR,Male,False,False,False,1,False,DSL,False,False,False,Month-to-month,Mailed check,45.7,45.7,True,
2391-IPLOP,Male,False,True,True,50,False,DSL,False,True,True,One year,Electronic check,69.65,3442.15,False,
5644-PDMZC,Female,True,False,False,2,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,89.5,161.5,True,
3509-GWQGF,Male,True,False,False,24,False,FIBER OPTIC,False,False,False,Month-to-month,Credit card (automatic),70.0,1732.6,False,
9576-ANLXO,Female,False,False,False,3,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),69.55,222.3,True,
2024-BASKD,Female,False,False,False,1,False,FIBER OPTIC,False,False,False,Month-to-month,Mailed check,74.6,74.6,True,
5845-BZZIB,Male,False,True,True,35,False,NO,,,,Two year,Mailed check,20.1,655.3,False,
1140-UKVZG,Female,False,False,False,17,False,NO,,,,Month-to-month,Mailed check,24.8,475.25,False,
4160-AMJTL,Female,True,False,False,8,False,NO,,,,Month-to-month,Electronic check,19.65,164.3,True,
5183-SNMJQ,Male,False,False,False,10,False,FIBER OPTIC,False,True,True,Month-to-month,Credit card (automatic),95.1,865.1,False,
8100-PNJMH,Male,False,True,True,68,False,DSL,True,True,True,Two year,Credit card (automatic),88.85,6132.7,False,
7838-LAZFO,Male,False,True,False,45,False,DSL,True,False,True,One year,Bank transfer (automatic),78.8,3597.5,False,
4464-JCOLN,Male,False,True,True,2,False,NO,,,,One year,Mailed check,19.85,35.9,True,
2085-JVGAD,Male,False,True,False,37,False,NO,,,,Month-to-month,Bank transfer (automatic),20.35,697.65,False,
5650-VDUDS,Female,False,False,False,4,False,DSL,False,False,False,Month-to-month,Mailed check,24.25,96.05,True,
8095-WANWK,Female,False,False,False,10,False,DSL,False,False,False,Month-to-month,Mailed check,45.25,428.7,False,
3030-ZKIWL,Male,False,False,False,1,False,NO,,,,Month-to-month,Mailed check,20.05,20.05,False,
9565-FLVCG,Male,False,True,True,65,False,DSL,True,False,False,Two year,Mailed check,69.55,4459.15,False,
8755-OGKNA,Female,False,True,True,57,False,NO,,,,Two year,Bank transfer (automatic),19.5,1167.6,False,
2800-VEQXM,Female,False,False,False,3,False,FIBER OPTIC,False,False,False,Month-to-month,Mailed check,74.75,238.1,False,
7538-GWHML,Female,False,False,False,2,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,69.65,145.15,True,
5533-RJFTJ,Male,False,False,False,49,False,DSL,False,False,False,Month-to-month,Bank transfer (automatic),30.2,1453.1,False,
3859-CVCET,Female,False,False,False,4,False,DSL,False,False,False,Month-to-month,Mailed check,45.65,191.05,True,
0214-JHPFW,Female,False,True,False,70,False,DSL,False,True,True,Two year,Bank transfer (automatic),57.8,4039.3,False,
5642-MHDQT,Female,False,True,True,53,False,NO,,,,One year,Bank transfer (automatic),19.85,1039.45,False,
3088-FVYWK,Male,False,True,True,53,False,NO,,,,Two year,Credit card (automatic),25.55,1336.1,False,
3276-HDUEG,Female,False,False,False,1,False,FIBER OPTIC,False,False,False,Month-to-month,Mailed check,75.05,75.05,True,
9092-GDZKO,Male,False,False,False,22,False,NO,,,,Month-to-month,Credit card (automatic),24.85,493.4,False,
0823-HSCDJ,Male,True,False,False,52,False,DSL,False,False,True,Month-to-month,Electronic check,49.15,2550.9,True,
3729-OWRVL,Male,True,False,False,65,False,FIBER OPTIC,True,True,True,Two year,Electronic check,110.35,7246.15,False,
2324-AALNO,Female,False,False,False,48,False,NO,,,,One year,Bank transfer (automatic),24.55,1203.95,False,
0822-GAVAP,Female,False,False,False,2,False,DSL,False,False,False,Month-to-month,Electronic check,34.7,62.25,True,
5760-IFJOZ,Male,False,False,False,3,False,FIBER OPTIC,False,False,True,Month-to-month,Mailed check,107.95,313.6,False,
2826-UWHIS,Male,False,True,False,45,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),81.4,3775.85,False,
1448-PWKYE,Male,False,True,True,1,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,80.0,80.0,True,
7501-IWUNG,Female,False,True,True,61,False,DSL,False,True,True,Two year,Bank transfer (automatic),75.67295081967214,4616.05,False,75.67295081967214
4957-TREIR,Male,False,False,False,3,False,DSL,True,True,True,Month-to-month,Credit card (automatic),65.21666666666667,195.65,False,65.21666666666667
7251-LJBQN,Female,True,False,False,40,False,FIBER OPTIC,False,True,True,One year,Credit card (automatic),104.71,4188.4,False,104.71
8040-MNRTF,Female,False,False,False,1,False,FIBER OPTIC,False,False,False,Month-to-month,Mailed check,71.1,71.1,False,71.1
1536-HBSWP,Female,False,False,False,1,False,DSL,False,True,False,Month-to-month,Electronic check,49.9,49.9,False,49.9
5313-FPXWG,Male,False,False,False,51,False,NO,,,,One year,Bank transfer (automatic),24.83137254901961,1266.4,False,24.83137254901961
0067-DKWBL,Male,True,False,False,2,False,DSL,True,False,False,Month-to-month,Electronic check,45.55,91.1,True,45.55
0946-FKYTX,Male,False,False,False,52,False,DSL,False,False,False,One year,Mailed check,31.21923076923077,1623.4,False,31.21923076923077
5076-YVXCM,Male,False,False,False,51,False,FIBER OPTIC,False,False,False,Month-to-month,Bank transfer (automatic),83.4,4149.45,False,
8262-COGGB,Male,False,False,False,1,False,NO,,,,Month-to-month,Mailed check,20.45,20.45,False,
6663-JOCQO,Male,False,True,True,31,False,DSL,True,True,False,One year,Bank transfer (automatic),75.25,2344.5,False,
9620-QJREV,Male,False,False,True,47,False,NO,,,,One year,Credit card (automatic),20.55,1013.05,False,
2276-YDAVZ,Female,False,False,False,3,False,FIBER OPTIC,False,False,False,Month-to-month,Credit card (automatic),75.1,270.7,True,
2682-KEVRP,Female,True,False,False,22,False,NO,,,,One year,Mailed check,20.05,417.0,False,
2480-JZOSN,Female,False,True,False,1,False,NO,,,,Month-to-month,Mailed check,20.65,20.65,False,
0078-XZMHT,Male,False,True,False,72,False,DSL,False,True,True,Two year,Bank transfer (automatic),85.15,6316.2,False,
5896-NPFWW,Male,False,True,True,3,False,DSL,False,False,False,Month-to-month,Electronic check,50.15,168.15,True,
9978-HYCIN,Male,True,True,True,47,False,FIBER OPTIC,False,False,True,One year,Bank transfer (automatic),84.95,4018.05,False,
8338-QIUNR,Male,False,True,True,72,False,DSL,True,True,False,Two year,Credit card (automatic),66.5,4811.6,False,
1525-LNLOJ,Male,False,True,True,66,False,DSL,False,False,True,Two year,Bank transfer (automatic),63.3,4189.7,False,
9450-TRJUU,Male,False,False,False,35,False,FIBER OPTIC,False,False,True,Month-to-month,Electronic check,83.15,2848.45,False,
1766-GKNMI,Male,False,False,False,29,False,FIBER OPTIC,False,False,False,Month-to-month,Electronic check,84.9,2516.2,False,
6942-LBFDP,Female,False,False,False,2,False,NO,,,,Month-to-month,Mailed check,20.55,33.6,False,
1456-TWCGB,Male,False,False,False,4,False,DSL,False,False,False,Month-to-month,Mailed check,49.25,208.45,False,
7133-VBDCG,Female,False,False,False,25,False,FIBER OPTIC,True,False,False,Month-to-month,Bank transfer (automatic),79.85,2015.35,True,
7596-ZYWBB,Female,False,False,False,65,False,DSL,True,True,False,Two year,Mailed check,59.6,3739.8,False,
